text,sentiment,topic,intent,binary
یہ منصوبہ آبادی کے کنٹرول میں مددگار ثابت ہوگا۔,positive,population,Feedback,relevant
مجھے یہ گانا بہت پسند ہے، میں اسے بار بار سنتا ہوں۔,positive,other,Feedback,irrelevant
کیا آپ مجھے یہاں قریب کوئی اچھا ریسٹورنٹ بتا سکتے ہیں؟,neutral,other,Inquiry,irrelevant
یہ علاج بہت مؤثر ثابت ہوا ہے۔,positive,health,Feedback,relevant
طلباء کو بہتر تدریسی مواد فراہم کیا جانا چاہیے۔,positive,education,Request,relevant
ملک کی آبادی کا صحیح اعداد و شمار ہونا ضروری ہے۔,neutral,population,Inquiry,relevant
اس ہوٹل کی سروس بہت اچھی ہے۔,positive,other,Feedback,irrelevant
مجھے اس کتاب کی کئی کاپیاں درکار ہیں۔,neutral,other,Request,irrelevant
شوگر کے مریضوں کو احتیاط کرنی چاہیے۔,neutral,health,Inquiry,relevant
کیا اس اسکول میں ریسرچ کی سہولت موجود ہے؟,neutral,education,Inquiry,relevant
بے روزگاری کی شرح میں اضافہ ہو رہا ہے۔,negative,population,Complaint,relevant
یہ نیا فون بہت اچھا ہے۔,positive,other,Feedback,irrelevant
مجھے اس جگہ کے بارے میں مزید جاننا ہے۔,neutral,other,Inquiry,irrelevant
اس دوا کا استعمال ڈاکٹر کے مشورے سے ہی کرنا چاہیے۔,neutral,health,Inquiry,relevant
اس اسکول میں نظم و ضبط کا فقدان ہے۔,negative,education,Complaint,relevant
حکومت کو تعلیمی اصلاحات پر فوری توجہ دینی چاہیے۔,negative,education,Request,relevant
مجھے اس فلم کا ٹریلر بہت پسند آیا۔,positive,other,Feedback,irrelevant
میں اس موضوع پر بات کرنا چاہتا ہوں۔,neutral,other,Request,irrelevant
اس ہسپتال میں ڈاکٹروں کی کمی محسوس ہو رہی ہے۔,negative,health,Complaint,relevant
طلباء کی صحت کا خیال رکھنا تعلیم کی طرح ہی اہم ہے۔,positive,health,Feedback,relevant
اس اسکول میں تدریس کا معیار بہت اچھا ہے۔,positive,education,Feedback,relevant
شہری علاقوں میں آبادی کا دباؤ بڑھ رہا ہے۔,negative,population,Complaint,relevant
یہ میوزک البم بہت دلکش ہے۔,positive,other,Feedback,irrelevant
کیا یہ گاڑی فی الحال دستیاب ہے؟,neutral,other,Inquiry,irrelevant
بچوں کی صحت کے لیے ویکسی نیشن بہت ضروری ہے۔,positive,health,Feedback,relevant
کیا اس اسکول میں داخلہ کی آخری تاریخ کیا ہے؟,neutral,education,Inquiry,relevant
آبادی کے لحاظ سے وسائل کی تقسیم میں عدم توازن ہے۔,negative,population,Complaint,relevant
اس ریستوران کا کھانا ذائقے میں بہت خراب تھا۔,negative,other,Feedback,irrelevant
مجھے اس عمارت کے بارے میں کچھ معلومات چاہیے۔,neutral,other,Inquiry,irrelevant
طبی سہولیات ہر شہری تک پہنچنی چاہئیں۔,positive,health,Request,relevant
اس اسکول میں کلاس کا سائز بہت بڑا ہے۔,negative,education,Complaint,relevant
اس ادارے نے تعلیم کے شعبے میں بہت اچھا کام کیا ہے۔,positive,education,Feedback,relevant
شہر میں بڑھتی ہوئی آبادی ماحولیات پر اثر انداز ہو رہی ہے۔,negative,population,Inquiry,relevant
یہ پینٹنگ بہت خوبصورت ہے۔,positive,other,Feedback,irrelevant
مجھے اس کتاب کا خلاصہ چاہیے۔,neutral,other,Request,irrelevant
دائمی بیماریوں کے علاج کے لیے بہتر سہولیات درکار ہیں۔,negative,health,Request,relevant
یہ اسکول علم و ہنر کا گہوارہ ہے۔,positive,education,Feedback,relevant
حکومت کو آبادی کے کنٹرول کے لیے سنجیدہ اقدامات کرنے چاہییں۔,negative,population,Request,relevant
اس ہوٹل کی سروس بہت سست ہے۔,negative,other,Complaint,irrelevant
مجھے اس خبر کے بارے میں مزید جاننا ہے۔,neutral,other,Inquiry,irrelevant
صحت مند طرز زندگی اپنانا بہت ضروری ہے۔,positive,health,Feedback,relevant
طلباء کے لیے کھیل کے میدانوں کی فراہمی یقینی بنائی جائے۔,positive,education,Request,relevant
آبادی میں اضافے کے سماجی اثرات پر تحقیق ہونی چاہیے۔,neutral,population,Inquiry,relevant
یہ کار بہت آرام دہ ہے۔,positive,other,Feedback,irrelevant
کیا آپ مجھے اس جگہ کا نقشہ دے سکتے ہیں؟,neutral,other,Request,irrelevant
اس ہسپتال میں ادویات کی قلت ہے۔,negative,health,Complaint,relevant
کیا اس اسکول میں داخلے کے فارم دستیاب ہیں؟,neutral,education,Inquiry,relevant
شہر میں پانی کی قلت کا مسئلہ بڑھتا جا رہا ہے۔,negative,population,Complaint,relevant
یہ فلم بہت سنسنی خیز تھی۔,positive,other,Feedback,irrelevant
مجھے اس عمارت کی تعمیر کے بارے میں پوچھنا ہے۔,neutral,other,Inquiry,irrelevant
اس دوا سے فوری آرام ملا ہے۔,positive,health,Feedback,relevant
اس اسکول کے اساتذہ بہت محنتی ہیں۔,positive,education,Feedback,relevant
آبادی کے دباؤ کو کم کرنے کے لیے منصوبہ بندی ضروری ہے۔,negative,population,Request,relevant
یہ کتاب مجھے بہت بورنگ لگی۔,negative,other,Feedback,irrelevant
مجھے اس کتاب کا دوسرا حصہ خریدنا ہے۔,neutral,other,Request,irrelevant
صحت کی دیکھ بھال کا نظام بہتر بنانے کی ضرورت ہے۔,negative,health,Request,relevant
اس اسکول میں اساتذہ کی کمی ہے۔,negative,education,Complaint,relevant
تعلیم کے معیار کو بہتر بنانے کے لیے حکومت کو فنڈز بڑھانے چاہییں۔,positive,education,Request,relevant
مجھے اس جگہ کے بارے میں کچھ تفصیلات فراہم کریں۔,neutral,other,Request,irrelevant
اس آرٹ گیلری میں نادر نمونے موجود ہیں۔,positive,other,Feedback,irrelevant
یہ دوا میرے لیے بہت مفید ہے۔,positive,health,Feedback,relevant
کیا اس اسکول میں کوئی داخلہ ٹیسٹ ہوتا ہے؟,neutral,education,Inquiry,relevant
شہر میں جرائم کی شرح بڑھ گئی ہے۔,negative,population,Complaint,relevant
یہ پرفارمنس بہت شاندار تھی۔,positive,other,Feedback,irrelevant
مجھے اس ریسٹورنٹ کی سروس کے بارے میں پوچھنا ہے۔,neutral,other,Inquiry,irrelevant
یہ ہسپتال میں ڈاکٹرز بہت تعاون کرتے ہیں۔,positive,health,Feedback,relevant
کیا اگلے ہفتے اسکول کی چھٹیاں بڑھائی جائیں گی؟,neutral,education,Inquiry,relevant
آبادی میں اضافے کے اثرات پر تحقیق کی اشد ضرورت ہے۔,neutral,population,Inquiry,relevant
فلم بہت دلچسپ تھی، مجھے بہت مزہ آیا۔,positive,other,Feedback,irrelevant
مجھے اس دوائی سے کافی سکون ملا ہے۔,positive,health,Feedback,relevant
کیا آپ مجھے ریاضی کے اس سبق میں مدد کر سکتے ہیں؟,neutral,education,Request,relevant
ہمیں بڑھتی ہوئی آبادی کے چیلنجز سے نمٹنے کے لیے تیار رہنا چاہیے۔,neutral,population,Feedback,relevant
یہ کتاب واقعی بہت معلوماتی ہے۔,positive,other,Feedback,irrelevant
علاج میں تاخیر کی وجہ سے میری حالت بگڑ گئی۔,negative,health,Complaint,relevant
اس اسکول کا تعلیمی معیار بہت گر گیا ہے۔,negative,education,Complaint,relevant
حکومت نے آبادی کو کنٹرول کرنے کے لیے کیا اقدامات کیے ہیں؟,neutral,population,Inquiry,relevant
آج موسم کیسا رہے گا؟,neutral,other,Inquiry,irrelevant
یہ دوا دن میں تین بار لینی ہے۔,neutral,health,Feedback,relevant
میں اپنے بچے کے داخلے کے لیے درخواست دینا چاہتا ہوں۔,neutral,education,Request,relevant
بے روزگاری اور آبادی کے درمیان کیا تعلق ہے؟,neutral,population,Inquiry,relevant
یہ گانا بہت خوبصورت ہے۔,positive,other,Feedback,irrelevant
مجھے کل رات بخار تھا، میں آج کام پر نہیں آ سکوں گا۔,neutral,health,Feedback,relevant
کیا آپ مجھے اس مشکل سوال کا حل بتا سکتے ہیں؟,neutral,education,Request,relevant
آبادی کے بڑھنے سے وسائل پر دباؤ پڑتا ہے۔,neutral,population,Feedback,relevant
یہ نیا ریستوران کیسا ہے؟,neutral,other,Inquiry,irrelevant
میں گردے کے درد میں مبتلا ہوں، کیا کوئی ڈاکٹر دستیاب ہے؟,neutral,health,Inquiry,relevant
اساتذہ کی تربیت کے لیے ایک نیا پروگرام شروع کیا گیا ہے۔,neutral,education,Feedback,relevant
بڑھتی ہوئی آبادی کو خوراک فراہم کرنا ایک بڑا چیلنج ہے۔,neutral,population,Feedback,relevant
میں نے کل رات ایک خواب دیکھا۔,neutral,other,Feedback,irrelevant
اس دوا کا کوئی سائیڈ ایفیکٹ تو نہیں؟,neutral,health,Inquiry,relevant
مجھے اس کالج میں داخلہ لینے میں دلچسپی ہے۔,positive,education,Feedback,relevant
حکومت آبادی کے کنٹرول کے لیے کیا اقدامات کر رہی ہے؟,neutral,population,Inquiry,relevant
مجھے موسم کی تبدیلی سے الرجی ہو جاتی ہے۔,negative,other,Complaint,irrelevant
آپ کا آپریشن کامیاب رہا، اب آپ کی صحت بہتر ہوگی۔,positive,health,Feedback,relevant
اس پرائیویٹ اسکول کی فیس بہت زیادہ ہے۔,negative,education,Complaint,relevant
کیا آبادی کا کنٹرول خاندان کے لیے ضروری ہے؟,neutral,population,Inquiry,relevant
میں نے ایک نیا لیپ ٹاپ خریدا ہے۔,neutral,other,Feedback,irrelevant
میں کافی عرصے سے بھوک میں کمی کا شکار ہوں۔,negative,health,Complaint,relevant
اس بچے کو اسکول جانے میں دلچسپی نہیں ہے۔,negative,education,Complaint,relevant
ہماری آبادی میں تیزی سے اضافہ ہو رہا ہے۔,negative,population,Feedback,relevant
مجھے نیا فون چاہیے۔,neutral,other,Request,irrelevant
بلڈ پریشر کنٹرول میں رکھنا صحت کے لیے اہم ہے۔,neutral,health,Feedback,relevant
کیا اس کالج میں اسکالر شپ دستیاب ہے؟,neutral,education,Inquiry,relevant
آبادی میں اضافے سے غربت بڑھتی ہے۔,negative,population,Feedback,relevant
مجھے آج بہت اچھا لگ رہا ہے۔,positive,other,Feedback,irrelevant
مجھے شدید سر درد ہو رہا ہے، براہ کرم دوا فراہم کریں۔,neutral,health,Request,relevant
میں اپنے بیٹے کو بہترین تعلیم دینا چاہتا ہوں۔,positive,education,Feedback,relevant
کیا آپ آبادی کے اعداد و شمار فراہم کر سکتے ہیں؟,neutral,population,Inquiry,relevant
یہ فلم دیکھنے کے قابل نہیں ہے۔,negative,other,Feedback,irrelevant
یہ دوا بہت موثر ثابت ہوئی ہے۔,positive,health,Feedback,relevant
اس اسکول میں نظم و ضبط کی کمی ہے۔,negative,education,Complaint,relevant
بڑھتی ہوئی آبادی کو سنبھالنا حکومت کی ذمہ داری ہے۔,neutral,population,Feedback,relevant
کیا یہ گاڑی فروخت کے لیے ہے؟,neutral,other,Inquiry,irrelevant
مجھے کمر میں شدید درد ہو رہا ہے۔,negative,health,Complaint,relevant
اساتذہ کو اپنی تدریس میں جدت لانے کی ضرورت ہے۔,neutral,education,Feedback,relevant
آبادی کنٹرول کے طریقے کیا ہیں؟,neutral,population,Inquiry,relevant
مجھے نیا گھر خریدنا ہے۔,neutral,other,Request,irrelevant
اس ہسپتال کی سہولیات بہت اچھی ہیں۔,positive,health,Feedback,relevant
کیا اگلے سال نصاب میں تبدیلی ہوگی؟,neutral,education,Inquiry,relevant
شہر میں آبادی کا ارتکاز زیادہ ہے۔,neutral,population,Feedback,relevant
یہ ایک بہت اچھی کتاب ہے۔,positive,other,Feedback,irrelevant
میں الرجیک ردعمل کا شکار ہوں۔,negative,health,Complaint,relevant
اس اسکول کا نصاب بہت پرانا ہے۔,negative,education,Complaint,relevant
آبادی میں اضافے کی وجوہات کیا ہیں؟,neutral,population,Inquiry,relevant
مجھے کافی بھوک لگی ہے۔,neutral,other,Feedback,irrelevant
میں شوگر کے مرض میں مبتلا ہوں۔,neutral,health,Feedback,relevant
کیا ہم اس سال گرمیوں کی تعطیلات میں اضافہ کر سکتے ہیں؟,neutral,education,Request,relevant
